ATRIBUTOS:   2         
cross-validation

TAMANHO: 5125

A FREQUENCIA INDEPENDETE DA CLASSE
--------------------------------------
0	4813.0
1	748.0

A FREQUENCIA DA PALAVRA DADA UMA CLASSE
-----------------------------------------
          0	          1	
        7.0	<laplace=1>	jay
        5.0	<laplace=1>	broke
<laplace=1>	        3.0	Unbreakable
        9.0	        3.0	Make
        3.0	<laplace=1>	completed
        3.0	<laplace=1>	demand
        4.0	<laplace=1>	alex
        5.0	<laplace=1>	letter
<laplace=1>	        3.0	EXPLOSIVE
        3.0	<laplace=1>	IAS
<laplace=1>	        7.0	norm150p/tone
        4.0	<laplace=1>	Melle
<laplace=1>	        3.0	Bank
        6.0	<laplace=1>	Wishing
       14.0	<laplace=1>	Yar
        4.0	<laplace=1>	handed
        3.0	<laplace=1>	cookies
<laplace=1>	        3.0	IBH
        5.0	       13.0	worth
        4.0	<laplace=1>	morphine
        4.0	<laplace=1>	Yay
       13.0	<laplace=1>	ard
<laplace=1>	        3.0	Cust
        3.0	<laplace=1>	IBN
      297.0	       76.0	are
        5.0	<laplace=1>	taken
       26.0	<laplace=1>	came
        3.0	<laplace=1>	grace
       64.0	<laplace=1>	where
        3.0	<laplace=1>	penis
        6.0	<laplace=1>	Many
       12.0	        5.0	takes
        3.0	<laplace=1>	arm
        4.0	<laplace=1>	kids
        3.0	<laplace=1>	broken
        4.0	<laplace=1>	art
<laplace=1>	       10.0	£200
        3.0	<laplace=1>	*deep
        6.0	       16.0	Had
        3.0	<laplace=1>	Haf
<laplace=1>	        3.0	021
      196.0	      175.0	call
       21.0	        5.0	Great
        4.0	<laplace=1>	Hai
        3.0	<laplace=1>	Sleep
        6.0	        3.0	kick
<laplace=1>	       13.0	un-redeemed
<laplace=1>	        7.0	Choose
<laplace=1>	        4.0	Music
       80.0	<laplace=1>	ask
<laplace=1>	        4.0	***********
<laplace=1>	        3.0	Meet+Greet
        4.0	<laplace=1>	Hav
        3.0	<laplace=1>	rub
<laplace=1>	        3.0	08002888812
<laplace=1>	        3.0	asp
       12.0	<laplace=1>	through
<laplace=1>	       15.0	£250
        3.0	<laplace=1>	Hrishi
        3.0	<laplace=1>	THERE
<laplace=1>	        3.0	Algarve
<laplace=1>	        5.0	50/week
<laplace=1>	        3.0	lifetime
      104.0	<laplace=1>	cant
       24.0	<laplace=1>	run
        3.0	<laplace=1>	itwhichturnedinto
        5.0	<laplace=1>	mother
        4.0	<laplace=1>	Jokes
       12.0	       11.0	either
        7.0	<laplace=1>	ate
<laplace=1>	        4.0	SUBPOLY
       20.0	<laplace=1>	yourself
<laplace=1>	        3.0	Tickets
        4.0	<laplace=1>	atm
        3.0	        4.0	results
<laplace=1>	        4.0	newest
       24.0	<laplace=1>	those
       22.0	<laplace=1>	worry
<laplace=1>	        3.0	09058099801
        4.0	<laplace=1>	parked
        4.0	<laplace=1>	Cute
        4.0	<laplace=1>	Bring
<laplace=1>	        8.0	62468
        8.0	<laplace=1>	bold
        8.0	<laplace=1>	worse
        7.0	<laplace=1>	screaming
<laplace=1>	        4.0	4-tc
        8.0	<laplace=1>	longer
        3.0	<laplace=1>	everywhere
       30.0	        9.0	name
        4.0	<laplace=1>	Long
        4.0	<laplace=1>	shld
        4.0	<laplace=1>	selling
        3.0	<laplace=1>	worst
       20.0	<laplace=1>	leaving
<laplace=1>	        3.0	83383
        4.0	<laplace=1>	Maintain
        6.0	<laplace=1>	Christmas
       14.0	<laplace=1>	shop
        9.0	<laplace=1>	mood
        4.0	<laplace=1>	distance
        9.0	<laplace=1>	Yep
       72.0	<laplace=1>	Yes
        4.0	<laplace=1>	prospects
       16.0	        3.0	book
        3.0	<laplace=1>	truck
       22.0	<laplace=1>	show
        4.0	<laplace=1>	Leave
        7.0	<laplace=1>	Mark
        3.0	<laplace=1>	shot
        3.0	<laplace=1>	recession
        3.0	<laplace=1>	bhaji
        5.0	<laplace=1>	DOIN
<laplace=1>	        3.0	mono
        4.0	<laplace=1>	ave
        9.0	<laplace=1>	pizza
       10.0	<laplace=1>	HAPPY
        8.0	<laplace=1>	street
<laplace=1>	        7.0	arrive
<laplace=1>	        3.0	09065989182
        4.0	        5.0	Shopping
        3.0	<laplace=1>	hence
<laplace=1>	        3.0	Pub
       12.0	<laplace=1>	Hee
        4.0	<laplace=1>	valentine
        5.0	<laplace=1>	Put
        3.0	<laplace=1>	mouth
       18.0	<laplace=1>	Whats
        3.0	<laplace=1>	nervous
        6.0	<laplace=1>	Hes
        4.0	<laplace=1>	stranger
        9.0	<laplace=1>	moms
       93.0	        6.0	Hey
<laplace=1>	        5.0	tkts
<laplace=1>	        8.0	Landline
        4.0	        5.0	fancy
        3.0	<laplace=1>	birthdate
        7.0	<laplace=1>	bugis
<laplace=1>	        3.0	collected
<laplace=1>	        3.0	28days
        9.0	<laplace=1>	rent
        5.0	<laplace=1>	Goodnight
        3.0	<laplace=1>	FINISH
<laplace=1>	        4.0	subscribed
        4.0	<laplace=1>	shirts
        3.0	<laplace=1>	slice
        6.0	<laplace=1>	jiu
        3.0	<laplace=1>	broad
       29.0	<laplace=1>	princess
        3.0	        4.0	truly
       13.0	       43.0	cash
       12.0	<laplace=1>	case
        3.0	<laplace=1>	castor
<laplace=1>	        3.0	50/msg
<laplace=1>	        3.0	subscriber
        3.0	<laplace=1>	durban
<laplace=1>	        8.0	HG/Suite342/2Lands
<laplace=1>	        7.0	matches
        9.0	<laplace=1>	sunday
        6.0	<laplace=1>	cars
        4.0	<laplace=1>	moon
<laplace=1>	        3.0	08709222922
       75.0	       34.0	phone
<laplace=1>	       22.0	Valid
        3.0	<laplace=1>	inconsiderate
        3.0	<laplace=1>	ayn
        8.0	<laplace=1>	style
       14.0	<laplace=1>	card
       62.0	        5.0	care
<laplace=1>	        7.0	150pm
        5.0	<laplace=1>	boss
<laplace=1>	        6.0	XCHAT
        4.0	<laplace=1>	settle
        3.0	<laplace=1>	pattern
        3.0	<laplace=1>	babies
        6.0	<laplace=1>	pple
        3.0	<laplace=1>	scrounge
        3.0	<laplace=1>	madam
<laplace=1>	        9.0	admirer
        3.0	<laplace=1>	scold
        3.0	<laplace=1>	freedom
        3.0	<laplace=1>	kappa
        3.0	<laplace=1>	protect
        5.0	<laplace=1>	cooking
        4.0	<laplace=1>	stress
<laplace=1>	        3.0	09064011000
       74.0	       20.0	more
        4.0	<laplace=1>	display
        3.0	<laplace=1>	born
<laplace=1>	       13.0	anytime
        7.0	<laplace=1>	Moral
        4.0	<laplace=1>	morn
<laplace=1>	        3.0	NAME2
<laplace=1>	        3.0	NAME1
        4.0	<laplace=1>	Jstfrnd
        7.0	<laplace=1>	His
        4.0	<laplace=1>	iouri
        4.0	        7.0	Wanna
        3.0	<laplace=1>	diamonds
        4.0	<laplace=1>	shut
       14.0	<laplace=1>	bout
        7.0	<laplace=1>	Beautiful
        8.0	        4.0	luck
        3.0	<laplace=1>	ILL
        7.0	<laplace=1>	simple
<laplace=1>	        3.0	TEXTPOD
        3.0	<laplace=1>	Super
<laplace=1>	        3.0	09066358152
        5.0	<laplace=1>	TELL
        4.0	<laplace=1>	talent
        3.0	<laplace=1>	Mayb
        3.0	<laplace=1>	absolutly
        5.0	<laplace=1>	totally
        3.0	<laplace=1>	connections
        5.0	        3.0	DONE
        3.0	<laplace=1>	package
<laplace=1>	        3.0	unsub
        3.0	<laplace=1>	forgiven
        4.0	<laplace=1>	king
       14.0	<laplace=1>	kind
        6.0	<laplace=1>	timing
<laplace=1>	        4.0	postcode
       19.0	<laplace=1>	Dunno
        3.0	<laplace=1>	Vodka
       17.0	<laplace=1>	both
       14.0	        8.0	important
       21.0	        3.0	most
        5.0	<laplace=1>	Missing
        4.0	<laplace=1>	ACCEPT
        4.0	<laplace=1>	transfer
<laplace=1>	        3.0	Eerie
       26.0	<laplace=1>	Love
        3.0	        5.0	daily
        5.0	<laplace=1>	affection
       44.0	<laplace=1>	job
        4.0	<laplace=1>	eaten
        3.0	<laplace=1>	correction
        6.0	<laplace=1>	eatin
<laplace=1>	        5.0	largest
        5.0	<laplace=1>	Princess
        3.0	<laplace=1>	jiayin
        4.0	<laplace=1>	malaria
        3.0	<laplace=1>	INR
        5.0	<laplace=1>	bowl
<laplace=1>	        3.0	Hlp
       11.0	<laplace=1>	Shall
<laplace=1>	        5.0	fromm
        4.0	<laplace=1>	takin
        3.0	<laplace=1>	causing
        4.0	<laplace=1>	*WaitU
        3.0	<laplace=1>	billion
        4.0	<laplace=1>	Atlanta
        5.0	<laplace=1>	joy
       16.0	<laplace=1>	sad
        9.0	<laplace=1>	miracle
<laplace=1>	        3.0	GENDER
<laplace=1>	        4.0	profit
       11.0	<laplace=1>	rest
       12.0	<laplace=1>	move
        6.0	<laplace=1>	amount
<laplace=1>	        5.0	original
        3.0	<laplace=1>	album
       23.0	<laplace=1>	sat
        3.0	<laplace=1>	30ish
       23.0	<laplace=1>	saw
        3.0	<laplace=1>	snogs
       12.0	<laplace=1>	Hmm
       51.0	        4.0	also
       80.0	<laplace=1>	say
       28.0	        3.0	enough
       12.0	<laplace=1>	gets
       23.0	<laplace=1>	afternoon
        4.0	<laplace=1>	favor
        3.0	<laplace=1>	front
<laplace=1>	        7.0	flights
      182.0	       77.0	You
        3.0	<laplace=1>	simply
<laplace=1>	       33.0	Claim
        5.0	       40.0	customer
<laplace=1>	        8.0	custcare
        4.0	<laplace=1>	plane
<laplace=1>	        3.0	89693
        6.0	<laplace=1>	stupid
       29.0	<laplace=1>	bad
        6.0	       12.0	Stop
        8.0	<laplace=1>	bag
        4.0	<laplace=1>	boys
        8.0	<laplace=1>	awake
        3.0	<laplace=1>	Black
        6.0	        3.0	gettin
       14.0	<laplace=1>	kiss
        6.0	<laplace=1>	bak
        7.0	       12.0	offer
        3.0	<laplace=1>	ruining
        3.0	<laplace=1>	bar
        4.0	<laplace=1>	bat
<laplace=1>	        4.0	08000938767
<laplace=1>	        3.0	ldew
       21.0	<laplace=1>	sch
        6.0	        4.0	cinema
        5.0	<laplace=1>	bay
        7.0	<laplace=1>	BIRTHDAY
        3.0	<laplace=1>	violated
        3.0	       14.0	mates
        3.0	<laplace=1>	wipro
        5.0	        3.0	personal
       15.0	<laplace=1>	angry
<laplace=1>	        3.0	Hot
        6.0	<laplace=1>	HEART
        3.0	<laplace=1>	GMGNGEGNT
      136.0	        6.0	How
<laplace=1>	        3.0	Strong-Buy
        3.0	<laplace=1>	delay
        3.0	<laplace=1>	aburo
       12.0	<laplace=1>	plans
        4.0	<laplace=1>	SOMETHING
        4.0	<laplace=1>	cannt
        4.0	<laplace=1>	boye
        5.0	<laplace=1>	Jada
       18.0	<laplace=1>	drive
<laplace=1>	        4.0	87021
        9.0	<laplace=1>	deal
        5.0	<laplace=1>	strong
        6.0	<laplace=1>	jst
        9.0	<laplace=1>	dead
        8.0	<laplace=1>	eyes
       15.0	<laplace=1>	sea
<laplace=1>	        3.0	92H
        6.0	<laplace=1>	sec
      116.0	       10.0	see
        6.0	<laplace=1>	sed
        3.0	<laplace=1>	responsibility
        3.0	<laplace=1>	930
<laplace=1>	        8.0	national
        3.0	<laplace=1>	sem
<laplace=1>	        3.0	indicate
<laplace=1>	        3.0	customers
       64.0	<laplace=1>	dear
       12.0	<laplace=1>	Abiola
        5.0	<laplace=1>	sen
       19.0	<laplace=1>	set
<laplace=1>	        3.0	dogging
        7.0	        3.0	joined
<laplace=1>	        3.0	fastest
<laplace=1>	        3.0	4882
        3.0	<laplace=1>	jobs
<laplace=1>	        7.0	sex
       20.0	<laplace=1>	words
        4.0	<laplace=1>	medicine
        6.0	        7.0	entered
<laplace=1>	        3.0	4403LDNW1A7RW18
        5.0	<laplace=1>	Near
        3.0	<laplace=1>	battle
       11.0	<laplace=1>	awesome
        3.0	<laplace=1>	refilled
<laplace=1>	        3.0	Promo
       11.0	<laplace=1>	Year
        3.0	<laplace=1>	gifted
        3.0	<laplace=1>	difficulties
        3.0	<laplace=1>	MINE
       57.0	<laplace=1>	Yeah
<laplace=1>	        3.0	Drinks
        3.0	<laplace=1>	river
       28.0	<laplace=1>	bed
        5.0	<laplace=1>	rooms
        4.0	<laplace=1>	DOWN
       21.0	<laplace=1>	jus
       10.0	<laplace=1>	ITS
<laplace=1>	        3.0	09064019014
        3.0	<laplace=1>	ben
        7.0	<laplace=1>	lemme
       20.0	<laplace=1>	juz
        5.0	<laplace=1>	bet
        8.0	        4.0	Need
        3.0	<laplace=1>	shipping
        3.0	<laplace=1>	*Sent
       12.0	       57.0	contact
        3.0	<laplace=1>	excuses
<laplace=1>	       11.0	Latest
<laplace=1>	        6.0	87077
<laplace=1>	        4.0	WC1N3XX
        3.0	<laplace=1>	Kallis
        4.0	<laplace=1>	teasing
<laplace=1>	        3.0	INFORMATION
        4.0	<laplace=1>	l8r
<laplace=1>	        3.0	CLUB
        5.0	<laplace=1>	sha
        8.0	<laplace=1>	shd
<laplace=1>	        3.0	09066362231
       77.0	<laplace=1>	she
        4.0	<laplace=1>	Yun
       44.0	<laplace=1>	Yup
        4.0	<laplace=1>	IVE
        4.0	<laplace=1>	macho
       12.0	<laplace=1>	party
       26.0	        4.0	little
<laplace=1>	       14.0	87066
        8.0	        7.0	lucky
        7.0	<laplace=1>	however
        4.0	<laplace=1>	Immediately
        8.0	<laplace=1>	deep
        9.0	<laplace=1>	booked
        3.0	<laplace=1>	shy
        4.0	<laplace=1>	BABY
        3.0	<laplace=1>	greetings
        4.0	<laplace=1>	Msg*
       45.0	        5.0	getting
        6.0	<laplace=1>	sim
        3.0	<laplace=1>	aunt
        5.0	<laplace=1>	MISS
<laplace=1>	       20.0	await
       12.0	<laplace=1>	Huh
        4.0	<laplace=1>	Solve
       11.0	<laplace=1>	BABE
       18.0	<laplace=1>	sis
       19.0	<laplace=1>	sir
<laplace=1>	        4.0	150ppermessSubscription
        8.0	<laplace=1>	sit
<laplace=1>	        7.0	AGE
       49.0	       10.0	over
        3.0	<laplace=1>	brilliant
        3.0	<laplace=1>	living
       13.0	<laplace=1>	frnds
        3.0	<laplace=1>	practical
<laplace=1>	        3.0	41685
        5.0	<laplace=1>	wearing
        3.0	<laplace=1>	AGO
<laplace=1>	        4.0	Euro2004
        5.0	<laplace=1>	obviously
        5.0	<laplace=1>	7th
        3.0	<laplace=1>	football
       37.0	<laplace=1>	dinner
        6.0	<laplace=1>	realy
        3.0	<laplace=1>	congrats
<laplace=1>	        4.0	LdnW15H
        3.0	<laplace=1>	Mandan
        6.0	<laplace=1>	BACK
        3.0	<laplace=1>	avoid
<laplace=1>	        4.0	bid
       34.0	<laplace=1>	big
<laplace=1>	        4.0	45239
        5.0	<laplace=1>	bin
       13.0	<laplace=1>	Which
        3.0	        9.0	TEXT
       10.0	<laplace=1>	sick
       40.0	<laplace=1>	bit
        4.0	<laplace=1>	fightng
       25.0	<laplace=1>	thanks
<laplace=1>	        3.0	improved
<laplace=1>	        4.0	8WP
<laplace=1>	        3.0	CDGT
<laplace=1>	        8.0	biz
<laplace=1>	        3.0	Msgs
        3.0	<laplace=1>	recognise
<laplace=1>	        3.0	warranty
        8.0	<laplace=1>	model
       12.0	       10.0	join
        3.0	<laplace=1>	reduce
        4.0	<laplace=1>	sentence
<laplace=1>	        3.0	free-send
        4.0	<laplace=1>	satisfied
       78.0	        8.0	tomorrow
<laplace=1>	        6.0	videochat
        5.0	<laplace=1>	hella
       16.0	<laplace=1>	drink
        7.0	<laplace=1>	India
<laplace=1>	        3.0	Yahoo
        3.0	<laplace=1>	MADE
        3.0	<laplace=1>	slp
        5.0	<laplace=1>	john
        6.0	<laplace=1>	hello
        3.0	<laplace=1>	begin
<laplace=1>	        4.0	Germany
        7.0	<laplace=1>	works
        3.0	<laplace=1>	brought
<laplace=1>	        4.0	StarWars3
        4.0	<laplace=1>	alive
<laplace=1>	        5.0	Ibiza
       25.0	        6.0	weekend
<laplace=1>	        8.0	camcorder
       10.0	<laplace=1>	frens
       19.0	<laplace=1>	thinking
        4.0	<laplace=1>	finishing
        4.0	<laplace=1>	Margaret
       24.0	<laplace=1>	world
        3.0	<laplace=1>	vale
       20.0	<laplace=1>	theres
        4.0	<laplace=1>	Ptbo
       12.0	        8.0	sms
        4.0	<laplace=1>	hopefully
       27.0	<laplace=1>	everything
        8.0	        6.0	urgent
        3.0	<laplace=1>	table
       14.0	<laplace=1>	side
        3.0	<laplace=1>	bread
<laplace=1>	        4.0	pence
       12.0	<laplace=1>	break
       21.0	<laplace=1>	missed
       18.0	<laplace=1>	change
        3.0	<laplace=1>	restaurant
        4.0	<laplace=1>	tirupur
        5.0	<laplace=1>	joke
<laplace=1>	        5.0	Gift
        5.0	<laplace=1>	report
        4.0	<laplace=1>	Toll
        5.0	<laplace=1>	married
        4.0	<laplace=1>	Vettam
        9.0	        3.0	ALL
        4.0	<laplace=1>	auto
        3.0	<laplace=1>	constant
        3.0	<laplace=1>	Cardiff
        3.0	<laplace=1>	FEEL
        6.0	<laplace=1>	surfing
        7.0	        3.0	sign
        3.0	<laplace=1>	several
       12.0	<laplace=1>	Alright
        3.0	<laplace=1>	Didnt
       31.0	<laplace=1>	office
       16.0	<laplace=1>	Nothing
        5.0	<laplace=1>	instituitions
        3.0	<laplace=1>	plaza
        9.0	        3.0	download
        5.0	<laplace=1>	high
        4.0	<laplace=1>	falls
        3.0	<laplace=1>	tirunelvali
        4.0	<laplace=1>	phne
        7.0	<laplace=1>	directly
        4.0	<laplace=1>	Something
       11.0	<laplace=1>	different
        3.0	<laplace=1>	officially
        3.0	<laplace=1>	Executive
        7.0	<laplace=1>	kano
        3.0	<laplace=1>	ttyl
        3.0	<laplace=1>	poker
<laplace=1>	        5.0	Terms
        3.0	       12.0	Double
<laplace=1>	        3.0	EURO2004
        3.0	<laplace=1>	Xuhui
<laplace=1>	        8.0	Tone
        9.0	        4.0	AND
        3.0	<laplace=1>	attached
        3.0	<laplace=1>	jolt
        8.0	<laplace=1>	parents
       23.0	<laplace=1>	birthday
        3.0	<laplace=1>	Before
        4.0	<laplace=1>	Dictionary
        3.0	<laplace=1>	behind
<laplace=1>	        3.0	2stop
        3.0	<laplace=1>	boo
        6.0	<laplace=1>	box
        3.0	<laplace=1>	mental
        3.0	<laplace=1>	installing
       20.0	<laplace=1>	boy
        3.0	<laplace=1>	karaoke
        3.0	<laplace=1>	upstairs
<laplace=1>	        5.0	1/2
        4.0	<laplace=1>	loses
        3.0	<laplace=1>	1-u
        5.0	<laplace=1>	Height
        3.0	<laplace=1>	Winning
<laplace=1>	        3.0	console
       12.0	       20.0	chance
        4.0	<laplace=1>	5min
        6.0	<laplace=1>	social
        3.0	<laplace=1>	sells
        3.0	<laplace=1>	nature
        6.0	<laplace=1>	interesting
<laplace=1>	        4.0	cross
        3.0	<laplace=1>	control
        3.0	<laplace=1>	loxahatchee
<laplace=1>	       16.0	100
        5.0	<laplace=1>	earth
<laplace=1>	        3.0	week-stop
<laplace=1>	        3.0	Linerental
        3.0	<laplace=1>	sry
        3.0	<laplace=1>	dancing
<laplace=1>	        7.0	vary
       10.0	<laplace=1>	Friends
        4.0	<laplace=1>	mummy
<laplace=1>	        3.0	age23
        3.0	<laplace=1>	fighting
<laplace=1>	        3.0	10K
       11.0	<laplace=1>	somewhere
<laplace=1>	        3.0	09061743386
<laplace=1>	        7.0	Saturday
        4.0	<laplace=1>	I€˜ll
<laplace=1>	        3.0	113
<laplace=1>	        3.0	msgs@150p
       11.0	<laplace=1>	Never
        3.0	<laplace=1>	horrible
        3.0	<laplace=1>	skyped
       33.0	       12.0	friend
<laplace=1>	        3.0	61200
<laplace=1>	        5.0	9AE
        4.0	<laplace=1>	bro
<laplace=1>	        3.0	prompts
        4.0	<laplace=1>	alcohol
<laplace=1>	       10.0	std
        9.0	<laplace=1>	tonite
        4.0	<laplace=1>	pleasure
<laplace=1>	        3.0	moreFrmMob
       65.0	<laplace=1>	morning
        3.0	<laplace=1>	accept
        4.0	<laplace=1>	str
<laplace=1>	        4.0	121
<laplace=1>	       15.0	10p
        6.0	        5.0	2day
        4.0	<laplace=1>	Iam
        9.0	        3.0	ARE
        3.0	<laplace=1>	luvs
        4.0	<laplace=1>	2morrow
<laplace=1>	        4.0	e-tlp
        3.0	<laplace=1>	appreciated
        4.0	<laplace=1>	xxxx
        4.0	<laplace=1>	Anyways
        3.0	<laplace=1>	MRNG
        4.0	<laplace=1>	stops
<laplace=1>	        5.0	conditions
        9.0	<laplace=1>	lessons
        3.0	<laplace=1>	sub
        3.0	        6.0	access
        3.0	<laplace=1>	jogging
       14.0	<laplace=1>	sun
        6.0	<laplace=1>	sup
        3.0	<laplace=1>	serving
        4.0	        3.0	current
        3.0	<laplace=1>	secretary
        3.0	<laplace=1>	managed
<laplace=1>	        4.0	fancies
        3.0	<laplace=1>	key
<laplace=1>	        7.0	UNLIMITED
        5.0	<laplace=1>	surprised
        3.0	<laplace=1>	LONG
        3.0	<laplace=1>	Alwys
        6.0	<laplace=1>	stopped
        6.0	<laplace=1>	silent
        3.0	<laplace=1>	addicted
        3.0	<laplace=1>	8am
        3.0	<laplace=1>	btw
        6.0	<laplace=1>	cartoon
       20.0	<laplace=1>	makes
       11.0	<laplace=1>	loads
        4.0	        5.0	store
        3.0	<laplace=1>	beloved
<laplace=1>	        3.0	REPLY
       11.0	<laplace=1>	confirm
        5.0	<laplace=1>	bud
        5.0	<laplace=1>	hill
        4.0	<laplace=1>	JEN
<laplace=1>	        5.0	145
<laplace=1>	        3.0	Subs
<laplace=1>	        3.0	Ring
<laplace=1>	        3.0	447801259231
        3.0	<laplace=1>	contacts
       21.0	<laplace=1>	story
        3.0	<laplace=1>	laughing
      283.0	        8.0	but
       28.0	<laplace=1>	bus
        3.0	<laplace=1>	Vijay
<laplace=1>	       24.0	GUARANTEED
<laplace=1>	        3.0	textoperator
       56.0	<laplace=1>	buy
       15.0	<laplace=1>	available
<laplace=1>	        9.0	150
        3.0	<laplace=1>	Tease
<laplace=1>	       36.0	£1000
<laplace=1>	        3.0	153
        9.0	<laplace=1>	swt
        4.0	<laplace=1>	Idk
        3.0	<laplace=1>	makin
        3.0	<laplace=1>	instantly
<laplace=1>	       17.0	Identifier
<laplace=1>	        3.0	OptOut
        3.0	<laplace=1>	parco
        9.0	<laplace=1>	Goodmorning
<laplace=1>	        3.0	VIOLET
<laplace=1>	        3.0	callcost
        9.0	<laplace=1>	wishes
<laplace=1>	        3.0	Duchess
        4.0	<laplace=1>	fills
        4.0	<laplace=1>	vava
<laplace=1>	        3.0	films
<laplace=1>	        4.0	voicemail
<laplace=1>	       26.0	16+
        3.0	<laplace=1>	vaazhthukkal
        3.0	<laplace=1>	AVE
<laplace=1>	        3.0	call2optout/LF56
        7.0	<laplace=1>	especially
<laplace=1>	        3.0	169
       25.0	<laplace=1>	once
        3.0	<laplace=1>	hint
        3.0	<laplace=1>	vivek
        4.0	<laplace=1>	sing
        3.0	<laplace=1>	KeralaCircle
<laplace=1>	        8.0	horny
        4.0	<laplace=1>	LOOK
<laplace=1>	       10.0	£350
       86.0	<laplace=1>	doing
        3.0	<laplace=1>	speeding
        3.0	<laplace=1>	swatch
        3.0	<laplace=1>	figures
<laplace=1>	        5.0	records
        7.0	<laplace=1>	idea
        4.0	<laplace=1>	pending
        5.0	<laplace=1>	thangam
        3.0	<laplace=1>	kid
<laplace=1>	        3.0	09061702893
      103.0	        5.0	What
<laplace=1>	        3.0	177
<laplace=1>	        4.0	Bored
<laplace=1>	        4.0	News
       16.0	<laplace=1>	missing
        4.0	<laplace=1>	successful
        8.0	<laplace=1>	normal
       11.0	<laplace=1>	lovely
        9.0	<laplace=1>	figure
<laplace=1>	        3.0	British
<laplace=1>	        7.0	age16
<laplace=1>	       20.0	18+
        5.0	<laplace=1>	Neva
<laplace=1>	        3.0	RALLY
        5.0	<laplace=1>	bye
        3.0	<laplace=1>	stone
        3.0	<laplace=1>	deus
<laplace=1>	        3.0	Travel
        4.0	<laplace=1>	embarassed
        5.0	<laplace=1>	nights
        9.0	        3.0	ones
<laplace=1>	       10.0	specially
        3.0	<laplace=1>	Hugs
        3.0	<laplace=1>	bluff
        4.0	<laplace=1>	gentleman
<laplace=1>	       17.0	Account
       25.0	        6.0	reach
<laplace=1>	        3.0	LOST
        6.0	<laplace=1>	childish
        3.0	<laplace=1>	fringe
<laplace=1>	       24.0	Orange
        6.0	        3.0	Give
        4.0	<laplace=1>	inches
        4.0	<laplace=1>	seconds
        8.0	<laplace=1>	road
        4.0	<laplace=1>	children
        3.0	        5.0	review
<laplace=1>	        3.0	2stoptxt
        7.0	<laplace=1>	weather
        5.0	<laplace=1>	sight
        5.0	<laplace=1>	teeth
        7.0	<laplace=1>	nobody
       22.0	       11.0	between
        4.0	<laplace=1>	guide
<laplace=1>	        5.0	inclusive
        3.0	<laplace=1>	natural
        3.0	<laplace=1>	rightly
        4.0	<laplace=1>	MATE
<laplace=1>	        5.0	3qxj9
        4.0	<laplace=1>	Gardener
        6.0	<laplace=1>	forwarded
        4.0	<laplace=1>	Honey
        4.0	<laplace=1>	Swtheart
        3.0	        6.0	following
<laplace=1>	        3.0	Next
        3.0	<laplace=1>	wkend
        8.0	<laplace=1>	WORK
        4.0	<laplace=1>	scared
        3.0	<laplace=1>	racing
<laplace=1>	        5.0	flag
        3.0	<laplace=1>	gods
        6.0	<laplace=1>	wear
        3.0	<laplace=1>	range
        3.0	<laplace=1>	mesages
        5.0	<laplace=1>	weak
        9.0	<laplace=1>	rock
       27.0	        3.0	LOVE
<laplace=1>	        4.0	50perWKsub
       14.0	<laplace=1>	seeing
        3.0	<laplace=1>	Tomarrow
        4.0	<laplace=1>	anythin
        3.0	<laplace=1>	lovingly
        6.0	<laplace=1>	flat
        3.0	<laplace=1>	xavier
       56.0	        6.0	place
        3.0	<laplace=1>	regular
        5.0	        3.0	informed
        4.0	<laplace=1>	bigger
       13.0	<laplace=1>	tired
        4.0	<laplace=1>	suggest
        6.0	<laplace=1>	lead
        5.0	<laplace=1>	expect
<laplace=1>	        6.0	Play
        6.0	<laplace=1>	site
       44.0	        4.0	When
       14.0	<laplace=1>	knw
        6.0	<laplace=1>	Sometimes
        3.0	<laplace=1>	prescription
        4.0	<laplace=1>	Chinese
        6.0	<laplace=1>	loverboy
        5.0	<laplace=1>	haha
        3.0	<laplace=1>	argument
        3.0	<laplace=1>	utter
        7.0	<laplace=1>	Keep
      148.0	<laplace=1>	Ill
<laplace=1>	        4.0	Summer
<laplace=1>	        4.0	SPECIAL
        4.0	<laplace=1>	Anytime
<laplace=1>	        3.0	growing
        3.0	<laplace=1>	Rain
        3.0	<laplace=1>	deciding
      113.0	       59.0	only
       71.0	<laplace=1>	should
        8.0	<laplace=1>	lect
        3.0	<laplace=1>	Asking
        3.0	<laplace=1>	Facebook
<laplace=1>	        3.0	ringtone-get
<laplace=1>	        3.0	MUNSTERS
        3.0	<laplace=1>	taylor
        3.0	<laplace=1>	tap
        3.0	<laplace=1>	individual
       26.0	<laplace=1>	goes
        7.0	<laplace=1>	tat
        8.0	<laplace=1>	towards
        6.0	<laplace=1>	regards
        3.0	<laplace=1>	lovers
<laplace=1>	        3.0	0578
<laplace=1>	        3.0	Active
<laplace=1>	        3.0	chances
       36.0	<laplace=1>	person
<laplace=1>	       22.0	SAE
<laplace=1>	        7.0	SK38xh
       11.0	<laplace=1>	safe
        5.0	<laplace=1>	files
<laplace=1>	        3.0	herself
<laplace=1>	        3.0	SAM
       59.0	       42.0	week
<laplace=1>	        3.0	CustCare
        3.0	<laplace=1>	SAT
        3.0	<laplace=1>	SAY
<laplace=1>	        8.0	Sunshine
        5.0	<laplace=1>	don€˜t
        3.0	<laplace=1>	Shuhui
        3.0	        3.0	cam
        6.0	<laplace=1>	cal
      275.0	       26.0	can
